study_accession	run_accession	tax_id	scientific_name	instrument_model	library_layout	read_count	experiment_alias	fastq_bytes	fastq_md5	fastq_ftp	submitted_ftp	sample_alias	sample_title
PRJEB5348	ERR458548	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	2357831	ena-EXPERIMENT-DUNDEE-14-03-2014-10:23:24:245-49	127675964	bd1cbaed53d6c1503a6e2670aa224073	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458548/ERR458548.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458548/120903_0219_D0PT7ACXX_7_SA-PE-026.sanfastq.gz	mu_sample49	great RNA experiment data
PRJEB5348	ERR458549	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1519455	ena-EXPERIMENT-DUNDEE-14-03-2014-10:23:24:245-50	82453498	dc6d3b053aa573fef4ed0889a328663c	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458549/ERR458549.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458549/120903_0219_D0PT7ACXX_1_SA-PE-078.sanfastq.gz	mu_sample50	great RNA experiment data
PRJEB5348	ERR458550	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1510107	ena-EXPERIMENT-DUNDEE-14-03-2014-10:23:24:245-51	81782467	c6c9ec209d874fc8f5741773495fe181	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458550/ERR458550.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458550/120903_0219_D0PT7ACXX_2_SA-PE-078.sanfastq.gz	mu_sample51	great RNA experiment data
PRJEB5348	ERR458551	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1493115	ena-EXPERIMENT-DUNDEE-14-03-2014-10:23:24:245-52	81156877	a57efd42808799ae071a1e84a53400e0	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458551/ERR458551.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458551/120903_0219_D0PT7ACXX_3_SA-PE-078.sanfastq.gz	mu_sample52	great RNA experiment data
PRJEB5348	ERR458552	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1368672	ena-EXPERIMENT-DUNDEE-14-03-2014-10:23:24:245-53	74103908	f9a03d871299d9e6cc5a082a7f49315e	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458552/ERR458552.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458552/120903_0219_D0PT7ACXX_4_SA-PE-078.sanfastq.gz	mu_sample53	great RNA experiment data
PRJEB5348	ERR458553	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1182368	ena-EXPERIMENT-DUNDEE-14-03-2014-10:23:24:245-54	64371824	123824310c9ac53c9433616bba69643d	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458553/ERR458553.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458553/120903_0219_D0PT7ACXX_5_SA-PE-078.sanfastq.gz	mu_sample54	great RNA experiment data
PRJEB5348	ERR458554	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1181042	ena-EXPERIMENT-DUNDEE-14-03-2014-10:23:24:245-55	64453687	ee6046dddff2bf7851f507a801152b3d	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458554/ERR458554.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458554/120903_0219_D0PT7ACXX_6_SA-PE-078.sanfastq.gz	mu_sample55	great RNA experiment data
PRJEB5348	ERR458555	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1522850	ena-EXPERIMENT-DUNDEE-14-03-2014-10:23:24:245-56	82500358	6524b7d691c0f9cea2a4511d0dc5e236	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458555/ERR458555.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458555/120903_0219_D0PT7ACXX_7_SA-PE-078.sanfastq.gz	mu_sample56	great RNA experiment data
PRJEB5348	ERR458556	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1824524	ena-EXPERIMENT-DUNDEE-14-03-2014-10:23:24:245-57	98843130	c6ae97ae983fcd3101e55a9ff29c0008	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458556/ERR458556.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458556/120903_0219_D0PT7ACXX_1_SA-PE-004.sanfastq.gz	mu_sample57	great RNA experiment data
PRJEB5348	ERR458557	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1816426	ena-EXPERIMENT-DUNDEE-14-03-2014-10:23:24:245-58	98230140	d014932ff83cdd21497731aab9d0e3ba	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458557/ERR458557.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458557/120903_0219_D0PT7ACXX_2_SA-PE-004.sanfastq.gz	mu_sample58	great RNA experiment data
PRJEB5348	ERR458558	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1806676	ena-EXPERIMENT-DUNDEE-14-03-2014-10:23:24:245-59	98070093	7d821b442d6b2478dc2fbb5e78daebf0	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458558/ERR458558.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458558/120903_0219_D0PT7ACXX_3_SA-PE-004.sanfastq.gz	mu_sample59	great RNA experiment data
PRJEB5348	ERR458559	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1653042	ena-EXPERIMENT-DUNDEE-14-03-2014-10:23:24:245-60	89352711	7a8931b5e9009f7d0f59cbf89d2f9275	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458559/ERR458559.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458559/120903_0219_D0PT7ACXX_4_SA-PE-004.sanfastq.gz	mu_sample60	great RNA experiment data
PRJEB5348	ERR458560	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1430323	ena-EXPERIMENT-DUNDEE-14-03-2014-10:23:24:246-61	77719712	6f1622c530d760cd0c279c08fe5d2faa	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458560/ERR458560.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458560/120903_0219_D0PT7ACXX_5_SA-PE-004.sanfastq.gz	mu_sample61	great RNA experiment data
PRJEB5348	ERR458561	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1433688	ena-EXPERIMENT-DUNDEE-14-03-2014-10:23:24:246-62	78107976	3ac36daed0357b633e0cf22104c92258	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458561/ERR458561.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458561/120903_0219_D0PT7ACXX_6_SA-PE-004.sanfastq.gz	mu_sample62	great RNA experiment data
PRJEB5348	ERR458562	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1843539	ena-EXPERIMENT-DUNDEE-14-03-2014-10:23:24:246-63	99725021	fbde35489adf2a13a77344a2ef9181e4	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458562/ERR458562.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458562/120903_0219_D0PT7ACXX_7_SA-PE-004.sanfastq.gz	mu_sample63	great RNA experiment data
PRJEB5348	ERR458563	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1547321	ena-EXPERIMENT-DUNDEE-14-03-2014-10:23:24:246-64	83922007	2820fce6335e04dcd52135483d53489c	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458563/ERR458563.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458563/120903_0219_D0PT7ACXX_1_SA-PE-038.sanfastq.gz	mu_sample64	great RNA experiment data
PRJEB5348	ERR458564	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1539878	ena-EXPERIMENT-DUNDEE-14-03-2014-10:23:24:246-65	83406753	756ca23f20c74f0ece4960ccca33c213	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458564/ERR458564.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458564/120903_0219_D0PT7ACXX_2_SA-PE-038.sanfastq.gz	mu_sample65	great RNA experiment data
PRJEB5348	ERR458565	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1522960	ena-EXPERIMENT-DUNDEE-14-03-2014-10:23:24:246-66	82748862	ad72c502d81001d601141972837deaa9	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458565/ERR458565.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458565/120903_0219_D0PT7ACXX_3_SA-PE-038.sanfastq.gz	mu_sample66	great RNA experiment data
PRJEB5348	ERR458566	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1401228	ena-EXPERIMENT-DUNDEE-14-03-2014-10:23:24:246-67	75854528	6ccdf023e50bfa4cd5c77803dbfd8e3f	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458566/ERR458566.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458566/120903_0219_D0PT7ACXX_4_SA-PE-038.sanfastq.gz	mu_sample67	great RNA experiment data
PRJEB5348	ERR458567	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1207310	ena-EXPERIMENT-DUNDEE-14-03-2014-10:23:24:246-68	65720615	e9533dc0169e3c3bd4f794737b45f156	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458567/ERR458567.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458567/120903_0219_D0PT7ACXX_5_SA-PE-038.sanfastq.gz	mu_sample68	great RNA experiment data
PRJEB5348	ERR458568	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1216350	ena-EXPERIMENT-DUNDEE-14-03-2014-10:23:24:246-69	66336558	56dbad4913c109286205d33c5035a90b	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458568/ERR458568.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458568/120903_0219_D0PT7ACXX_6_SA-PE-038.sanfastq.gz	mu_sample69	great RNA experiment data
PRJEB5348	ERR458569	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1561464	ena-EXPERIMENT-DUNDEE-14-03-2014-10:23:24:246-70	84576088	b7bb3c4092cc1935fa3e7a0e8189ff34	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458569/ERR458569.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458569/120903_0219_D0PT7ACXX_7_SA-PE-038.sanfastq.gz	mu_sample70	great RNA experiment data
PRJEB5348	ERR458570	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1860630	ena-EXPERIMENT-DUNDEE-14-03-2014-10:23:24:246-71	100893054	75003c02b57214e2e3c13546998f59fd	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458570/ERR458570.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458570/120903_0219_D0PT7ACXX_1_SA-PE-001.sanfastq.gz	mu_sample71	great RNA experiment data
PRJEB5348	ERR458571	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1851954	ena-EXPERIMENT-DUNDEE-14-03-2014-10:23:24:246-72	100281609	a7d370a30720a84b05aaf37f8c8d4a8e	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458571/ERR458571.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458571/120903_0219_D0PT7ACXX_2_SA-PE-001.sanfastq.gz	mu_sample72	great RNA experiment data
PRJEB5348	ERR458572	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1833391	ena-EXPERIMENT-DUNDEE-14-03-2014-10:23:24:246-73	99572796	30bc229f91b35c67b23da958f79bf774	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458572/ERR458572.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458572/120903_0219_D0PT7ACXX_3_SA-PE-001.sanfastq.gz	mu_sample73	great RNA experiment data
PRJEB5348	ERR458573	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1657351	ena-EXPERIMENT-DUNDEE-14-03-2014-10:23:24:246-74	89661779	fe47e8ce9712b82f1a189a213a1393fc	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458573/ERR458573.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458573/120903_0219_D0PT7ACXX_4_SA-PE-001.sanfastq.gz	mu_sample74	great RNA experiment data
PRJEB5348	ERR458574	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1446366	ena-EXPERIMENT-DUNDEE-14-03-2014-10:23:24:247-75	78655253	fc0245fe8bda4ef62da8a2770b445105	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458574/ERR458574.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458574/120903_0219_D0PT7ACXX_5_SA-PE-001.sanfastq.gz	mu_sample75	great RNA experiment data
PRJEB5348	ERR458575	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1458961	ena-EXPERIMENT-DUNDEE-14-03-2014-10:23:24:247-76	79544873	958de3dc233ff59799647c78be2293e1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458575/ERR458575.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458575/120903_0219_D0PT7ACXX_6_SA-PE-001.sanfastq.gz	mu_sample76	great RNA experiment data
PRJEB5348	ERR458576	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1857873	ena-EXPERIMENT-DUNDEE-14-03-2014-10:23:24:247-77	100528632	88276f6607125392368400c0985c4d02	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458576/ERR458576.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458576/120903_0219_D0PT7ACXX_7_SA-PE-001.sanfastq.gz	mu_sample77	great RNA experiment data
PRJEB5348	ERR458577	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1387396	ena-EXPERIMENT-DUNDEE-14-03-2014-10:23:24:247-78	75304001	9056ea5168da350b1fea42916883c2ae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458577/ERR458577.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458577/120903_0219_D0PT7ACXX_1_SA-PE-002.sanfastq.gz	mu_sample78	great RNA experiment data
PRJEB5348	ERR458578	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1377054	ena-EXPERIMENT-DUNDEE-14-03-2014-10:23:24:247-79	74636023	25fbc519f99a0384f2d14c0fabb2bf01	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458578/ERR458578.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458578/120903_0219_D0PT7ACXX_2_SA-PE-002.sanfastq.gz	mu_sample79	great RNA experiment data
PRJEB5348	ERR458579	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1360395	ena-EXPERIMENT-DUNDEE-14-03-2014-10:23:24:247-80	73942437	22999b3b9de297f528a2d3bc480cf30f	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458579/ERR458579.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458579/120903_0219_D0PT7ACXX_3_SA-PE-002.sanfastq.gz	mu_sample80	great RNA experiment data
PRJEB5348	ERR458580	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1245838	ena-EXPERIMENT-DUNDEE-14-03-2014-10:23:24:247-81	67484064	177c458460161d5b448b1215bfcfc1af	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458580/ERR458580.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458580/120903_0219_D0PT7ACXX_4_SA-PE-002.sanfastq.gz	mu_sample81	great RNA experiment data
PRJEB5348	ERR458581	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1078980	ena-EXPERIMENT-DUNDEE-14-03-2014-10:23:24:247-82	58744010	9173dab15605f37c4ff3a5c60efb2668	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458581/ERR458581.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458581/120903_0219_D0PT7ACXX_5_SA-PE-002.sanfastq.gz	mu_sample82	great RNA experiment data
PRJEB5348	ERR458582	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1072184	ena-EXPERIMENT-DUNDEE-14-03-2014-10:23:24:247-83	58479578	f29886de3d5cb9d1bb255044f0c88027	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458582/ERR458582.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458582/120903_0219_D0PT7ACXX_6_SA-PE-002.sanfastq.gz	mu_sample83	great RNA experiment data
PRJEB5348	ERR458583	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1398677	ena-EXPERIMENT-DUNDEE-14-03-2014-10:23:24:247-84	75789302	6e4bc39924bfc20a84fabf3602676670	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458583/ERR458583.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458583/120903_0219_D0PT7ACXX_7_SA-PE-002.sanfastq.gz	mu_sample84	great RNA experiment data
PRJEB5348	ERR458584	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1323648	ena-EXPERIMENT-DUNDEE-14-03-2014-10:23:24:247-85	71894217	7f208ddeb16b2a3524ea5921f6efb627	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458584/ERR458584.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458584/120903_0219_D0PT7ACXX_1_SA-PE-059.sanfastq.gz	mu_sample85	great RNA experiment data
PRJEB5348	ERR458585	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1320637	ena-EXPERIMENT-DUNDEE-14-03-2014-10:23:24:247-86	71641013	80e373e59cc0b6dab4cadc42a04f5213	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458585/ERR458585.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458585/120903_0219_D0PT7ACXX_2_SA-PE-059.sanfastq.gz	mu_sample86	great RNA experiment data
PRJEB5348	ERR458586	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1314101	ena-EXPERIMENT-DUNDEE-14-03-2014-10:23:24:247-87	71506371	94faf24c26b501cf41152dc7f3809f30	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458586/ERR458586.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458586/120903_0219_D0PT7ACXX_3_SA-PE-059.sanfastq.gz	mu_sample87	great RNA experiment data
PRJEB5348	ERR458587	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1197606	ena-EXPERIMENT-DUNDEE-14-03-2014-10:23:24:248-88	64889721	7ebb7a42432b8e44518441f6c45937b9	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458587/ERR458587.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458587/120903_0219_D0PT7ACXX_4_SA-PE-059.sanfastq.gz	mu_sample88	great RNA experiment data
PRJEB5348	ERR458588	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1038589	ena-EXPERIMENT-DUNDEE-14-03-2014-10:23:24:248-89	56603510	84dde7c0ab0d7f886ecd47760096f0da	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458588/ERR458588.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458588/120903_0219_D0PT7ACXX_5_SA-PE-059.sanfastq.gz	mu_sample89	great RNA experiment data
PRJEB5348	ERR458589	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1048854	ena-EXPERIMENT-DUNDEE-14-03-2014-10:23:24:248-90	57289984	4481818eb39fb509c82bbeab585cc38c	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458589/ERR458589.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458589/120903_0219_D0PT7ACXX_6_SA-PE-059.sanfastq.gz	mu_sample90	great RNA experiment data
PRJEB5348	ERR458590	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1338128	ena-EXPERIMENT-DUNDEE-14-03-2014-10:23:24:248-91	72576155	d3946553cb9e8364cf9cb8c9dc2cd479	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458590/ERR458590.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458590/120903_0219_D0PT7ACXX_7_SA-PE-059.sanfastq.gz	mu_sample91	great RNA experiment data
PRJEB5348	ERR458591	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	2036843	ena-EXPERIMENT-DUNDEE-14-03-2014-10:23:24:248-92	110323841	4ccfdeaf8b403bb5b421e28193181619	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458591/ERR458591.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458591/120903_0219_D0PT7ACXX_1_SA-PE-033.sanfastq.gz	mu_sample92	great RNA experiment data
PRJEB5348	ERR458592	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	2015572	ena-EXPERIMENT-DUNDEE-14-03-2014-10:23:24:248-93	109007743	d7272ab9e40086a4705bdee58f2dbc57	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458592/ERR458592.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458592/120903_0219_D0PT7ACXX_2_SA-PE-033.sanfastq.gz	mu_sample93	great RNA experiment data
PRJEB5348	ERR458593	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1982563	ena-EXPERIMENT-DUNDEE-14-03-2014-10:23:24:248-94	107548478	1817a14f6087c1d11aca8d52ad7e008b	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458593/ERR458593.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458593/120903_0219_D0PT7ACXX_3_SA-PE-033.sanfastq.gz	mu_sample94	great RNA experiment data
PRJEB5348	ERR458594	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1820561	ena-EXPERIMENT-DUNDEE-14-03-2014-10:23:24:248-95	98376511	a6031be5a3ccd6ac27d89bfaf0ff40e0	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458594/ERR458594.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458594/120903_0219_D0PT7ACXX_4_SA-PE-033.sanfastq.gz	mu_sample95	great RNA experiment data
PRJEB5348	ERR458595	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1567451	ena-EXPERIMENT-DUNDEE-14-03-2014-10:23:24:248-96	85161913	4a625c42a9df11d2d6c063e87205f57a	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458595/ERR458595.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458595/120903_0219_D0PT7ACXX_5_SA-PE-033.sanfastq.gz	mu_sample96	great RNA experiment data
PRJEB5348	ERR458596	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1576942	ena-EXPERIMENT-DUNDEE-14-03-2014-10:23:24:248-97	85805677	790460acece85d8c4ab882dc77b69681	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458596/ERR458596.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458596/120903_0219_D0PT7ACXX_6_SA-PE-033.sanfastq.gz	mu_sample97	great RNA experiment data
PRJEB5348	ERR458597	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	2047123	ena-EXPERIMENT-DUNDEE-14-03-2014-10:23:24:248-98	110682068	576c136f8757ca5f028b032947359bfa	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458597/ERR458597.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458597/120903_0219_D0PT7ACXX_7_SA-PE-033.sanfastq.gz	mu_sample98	great RNA experiment data
PRJEB5348	ERR458598	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1533665	ena-EXPERIMENT-DUNDEE-14-03-2014-10:23:24:248-99	83103353	3c750f517bf1872e5b635d392a641405	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458598/ERR458598.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458598/120903_0219_D0PT7ACXX_1_SA-PE-075.sanfastq.gz	mu_sample99	great RNA experiment data
PRJEB5348	ERR458599	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1523370	ena-EXPERIMENT-DUNDEE-14-03-2014-10:23:24:248-100	82387747	02b7881dd6f257842ac74766f6f037a3	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458599/ERR458599.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458599/120903_0219_D0PT7ACXX_2_SA-PE-075.sanfastq.gz	mu_sample100	great RNA experiment data
PRJEB5348	ERR458600	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1512487	ena-EXPERIMENT-DUNDEE-14-03-2014-10:23:24:248-101	82081347	9a1095b311cf604e043fcb2dadcd84b7	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458600/ERR458600.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458600/120903_0219_D0PT7ACXX_3_SA-PE-075.sanfastq.gz	mu_sample101	great RNA experiment data
PRJEB5348	ERR458601	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1382647	ena-EXPERIMENT-DUNDEE-14-03-2014-10:23:24:249-102	74746710	4b875587213976a1d4f286a4c74a91b9	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458601/ERR458601.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458601/120903_0219_D0PT7ACXX_4_SA-PE-075.sanfastq.gz	mu_sample102	great RNA experiment data
PRJEB5348	ERR458602	4932	Saccharomyces cerevisiae	Illumina HiSeq 2000	SINGLE	1196440	ena-EXPERIMENT-DUNDEE-14-03-2014-10:23:24:249-103	65046699	ab6d23153d34631a69ca4cb297872d2a	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458602/ERR458602.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR458/ERR458602/120903_0219_D0PT7ACXX_5_SA-PE-075.sanfastq.gz	mu_sample103	great RNA experiment data
