tracking_id,gene_short_name,tss_id,locus
XLOC_000433,TTLL3B,TSS670,2L:6732865-6736149
XLOC_000434,CG11221,TSS671,2L:6742507-6755686
XLOC_000435,snoRNA:Me28S-G2743,TSS672,2L:6742507-6755686
XLOC_000436,CG17378,TSS673;TSS674,2L:6774040-6778444
XLOC_000437,CR43610,TSS675,2L:6799195-6799600
XLOC_000438,tRNA:CR31631,TSS676,2L:6799743-6799816
XLOC_000439,CG11236,TSS677,2L:6803010-6804372
XLOC_000440,-,TSS678,2L:6814005-6814305
XLOC_000441,sens-2,TSS679,2L:6822316-6839005
XLOC_000442,Rca1,TSS680,2L:6852323-6853876
XLOC_000443,l(2)k09022,TSS681,2L:6854162-6870387
XLOC_000444,neuroligin,TSS682;TSS683,2L:6874899-6906658
XLOC_000445,mir-932,TSS684,2L:6874899-6906658
XLOC_000446,Rat1,TSS685,2L:6908082-6914138
XLOC_000447,Hrb27C,TSS686;TSS687;TSS688;TSS689;TSS690;TSS691,2L:6914239-6932117
XLOC_000448,CG43232,TSS692,2L:6932120-6942814
XLOC_000449,SA,TSS693,2L:6950439-6956872
XLOC_000450,CG3430,TSS694,2L:6957009-6960285
XLOC_000451,CG10399,TSS695,2L:6960425-6967682
XLOC_000452,Coprox,TSS696,2L:6960425-6967682
XLOC_000453,CR43142,TSS697,2L:6972242-6972796
XLOC_000454,CG43321,TSS698,2L:7012310-7012742
XLOC_000455,CG43322,TSS699,2L:7013395-7014737
XLOC_000456,Pcp,TSS700,2L:7014818-7024532
XLOC_000457,CG3476,TSS701,2L:7027593-7028959
XLOC_000458,CG11266;Mnn1;milt,TSS702;TSS703;TSS704;TSS705;TSS706;TSS707;TSS708;TSS709;TSS710;TSS711,2L:7032606-7063667
XLOC_000459,CG13779,TSS712,2L:7063985-7065837
XLOC_000460,CG11289,TSS713,2L:7067982-7084634
XLOC_000461,CG4495,TSS714,2L:7182235-7190207
XLOC_000462,CG43799,TSS715,2L:7223327-7249343
XLOC_000463,CG31909,TSS716,2L:7255408-7277168
XLOC_000464,wg,TSS717,2L:7307160-7316265
XLOC_000465,Wnt6,TSS718;TSS719,2L:7334800-7352588
XLOC_000466,Wnt10,TSS720;TSS721,2L:7364671-7377530
XLOC_000467,ninaC,TSS722,2L:7377717-7388248
XLOC_000468,CG5155,TSS723,2L:7388536-7390902
XLOC_000469,CG5171;CG5177,TSS724;TSS725;TSS726;TSS727;TSS728,2L:7390983-7409809
XLOC_000470,CG15818,TSS729,2L:7410908-7412229
XLOC_000471,chm,TSS730,2L:7412416-7422736
XLOC_000472,CR43857;mir-275,TSS731;TSS732,2L:7423819-7426270
XLOC_000473,mir-305,TSS733,2L:7423819-7426270
XLOC_000474,CG5261,TSS734;TSS735;TSS736,2L:7426865-7430329
XLOC_000475,CG5973,TSS737;TSS738;TSS739,2L:7437491-7451167
XLOC_000476,CG6055,TSS740;TSS741,2L:7466542-7496328
XLOC_000477,CG6441,TSS742,2L:7466542-7496328
XLOC_000478,Spn7,TSS743,2L:7581931-7583334
XLOC_000479,Cyp4d21,TSS744,2L:7605599-7607703
XLOC_000480,CG6739,TSS745;TSS746,2L:7608250-7616879
XLOC_000481,Myo28B1,TSS747;TSS748;TSS749,2L:7642004-7691057
XLOC_000482,CG43235,TSS750,2L:7693029-7701596
XLOC_000483,TepIII,TSS751,2L:7702806-7710697
XLOC_000484,Ntl;tRNA:Y1:28C,TSS752;TSS753,2L:7711019-7714032
XLOC_000485,CG7211,TSS754,2L:7747342-7747874
XLOC_000486,CG7196,TSS755;TSS756,2L:7754190-7765716
XLOC_000487,CG14538,TSS757,2L:7754190-7765716
XLOC_000488,CG7191,TSS758,2L:7767648-7775033
XLOC_000489,Uro,TSS759,2L:7780084-7781415
XLOC_000490,CG7164,TSS760,2L:7781502-7782627
XLOC_000491,CG7154,TSS761,2L:7782856-7790716
XLOC_000492,r2d2,TSS762,2L:7800166-7810700
XLOC_000493,LanB1,TSS763;TSS764,2L:7811439-7820771
XLOC_000494,CG7115,TSS765;TSS766,2L:7821150-7832745
XLOC_000495,mts,TSS767,2L:7821150-7832745
XLOC_000496,CG14537,TSS768,2L:7840480-7841262
XLOC_000497,lectin-28C,TSS769,2L:7857076-7860838
XLOC_000498,tRNA:G3:28D,TSS770,2L:7872848-7872919
XLOC_000499,CG34132,TSS771,2L:7883128-7887489
XLOC_000500,CG7231,TSS772;TSS773,2L:7890928-7994249
XLOC_000501,CG7224,TSS774,2L:7998909-8004313
XLOC_000502,Tg,TSS775;TSS776,2L:8011404-8026898
XLOC_000503,Cka;baf,TSS777;TSS778;TSS779;TSS780,2L:8026913-8040871
XLOC_000504,CG7429,TSS781,2L:8041105-8041879
XLOC_000505,CG7466,TSS782,2L:8043393-8071624
XLOC_000506,Trf,TSS783;TSS784,2L:8071811-8073948
XLOC_000507,Bsg,TSS785;TSS786,2L:8083412-8116531
XLOC_000508,CG8673,TSS787,2L:8124328-8126876
XLOC_000509,CG8668,TSS788,2L:8126990-8134021
XLOC_000510,CG43394,TSS789;TSS790;TSS791,2L:8134246-8159575
XLOC_000511,CG31606,TSS792,2L:8134246-8159575
XLOC_000512,Rbsn-5,TSS793,2L:8159839-8162389
XLOC_000513,Piezo,TSS794;TSS795,2L:8163087-8196920
XLOC_000514,fos28F,TSS796,2L:8163087-8196920
XLOC_000515,CG8460,TSS797,2L:8197195-8198813
XLOC_000516,CG8455,TSS798,2L:8198958-8205645
XLOC_000517,CG8419,TSS799,2L:8206205-8211122
XLOC_000518,Ssb-c31a,TSS800,2L:8211346-8211938
XLOC_000519,CG8353;CG8360,TSS801;TSS802;TSS803;TSS804,2L:8212939-8215340
XLOC_000520,CG8349,TSS805,2L:8215914-8220851
XLOC_000521,CR43262,TSS806,2L:8242054-8242435
XLOC_000522,CG14277,TSS807,2L:8242631-8244003
XLOC_000523,tRNA:K5:29A,TSS808,2L:8258343-8303003
XLOC_000524,CR43752,TSS809,2L:8258343-8303003
XLOC_000525,Scgalpha,TSS810,2L:8303428-8305376
XLOC_000526,CG7840,TSS811,2L:8305585-8308192
XLOC_000527,CG7818,TSS812,2L:8308426-8311195
XLOC_000528,CG7806,TSS813,2L:8311398-8319908
XLOC_000529,CG7787,TSS814,2L:8320327-8325262
XLOC_000530,CG14275,TSS815;TSS816;TSS817,2L:8326502-8333165
XLOC_000531,CG14274,TSS818,2L:8338286-8342056
XLOC_000532,CG14273,TSS819,2L:8342694-8344378
XLOC_000533,CG7778,TSS820,2L:8346619-8350197
XLOC_000534,Mur29B,TSS821,2L:8352186-8355172
XLOC_000535,CSN8;Pp2A-29B,TSS822;TSS823;TSS824,2L:8363698-8370116
XLOC_000536,CG17292,TSS825;TSS826,2L:8370512-8374250
XLOC_000537,Wdr82,TSS827,2L:8374460-8376797
XLOC_000538,CG17294,TSS828,2L:8377034-8378206
XLOC_000539,Rcd4,TSS829,2L:8382860-8389331
XLOC_000540,CG13384,TSS830;TSS831;TSS832,2L:8382860-8389331
XLOC_000541,snRNA:U6atac:29B,TSS833,2L:8389723-8389820
XLOC_000542,CG13385,TSS834,2L:8396712-8397886
XLOC_000543,CG13386,TSS835,2L:8399043-8399972
XLOC_000544,CG31898,TSS836,2L:8400456-8411868
XLOC_000545,emb,TSS837,2L:8400456-8411868
XLOC_000546,Akap200,TSS838;TSS839;TSS840;TSS841,2L:8415305-8433598
XLOC_000547,CG31897;Chrac-14;mus201,TSS842;TSS843;TSS844;TSS845,2L:8434057-8445818
XLOC_000548,d;fu2,TSS846;TSS847;TSS848,2L:8464468-8488796
XLOC_000549,CheA29a,TSS849,2L:8464468-8488796
XLOC_000550,tRNA:CR31896,TSS850,2L:8464468-8488796
XLOC_000551,CG43796,TSS851,2L:8464468-8488796
XLOC_000552,unsRNA:d-a,TSS852,2L:8464468-8488796
XLOC_000553,CG13088,TSS853,2L:8488948-8490673
XLOC_000554,CG43400,TSS854,2L:8490738-8491360
XLOC_000555,CG13089,TSS855,2L:8515095-8519324
XLOC_000556,CG13090,TSS856;TSS857;TSS858,2L:8515095-8519324
XLOC_000557,CG13091,TSS859,2L:8519689-8521809
XLOC_000558,Acer,TSS860,2L:8521932-8528505
XLOC_000559,CG17834,TSS861;TSS862;TSS863,2L:8529140-8541513
XLOC_000560,tRNA:CR31603,TSS864,2L:8541760-8541832
XLOC_000561,Glt;Sema-1a,TSS865;TSS866;TSS867;TSS868;TSS869;TSS870;TSS871,2L:8542019-8676814
XLOC_000562,tRNA:CR31895,TSS872,2L:8542019-8676814
XLOC_000563,tRNA:CR31602,TSS873,2L:8542019-8676814
XLOC_000564,tRNA:CR31889,TSS874,2L:8676847-8679782
XLOC_000565,tRNA:CR31890,TSS875,2L:8681402-8684350
XLOC_000566,Trs23,TSS876,2L:8686230-8687052
XLOC_000567,CG9314,TSS877,2L:8687212-8740660
XLOC_000568,CG12438,TSS878,2L:8752304-8753209
XLOC_000569,CG42712,TSS879,2L:8809399-8810032
XLOC_000570,SoxN,TSS880,2L:8825624-8829670
XLOC_000571,CG32986,TSS881,2L:8862775-8863743
XLOC_000572,CG32987,TSS882,2L:8863810-8864847
XLOC_000573,CG32988,TSS883,2L:8864863-8865692
XLOC_000574,CG32983,TSS884,2L:8865849-8866659
XLOC_000575,CG9483,TSS885,2L:8866766-8867686
XLOC_000576,CG42713,TSS886,2L:8891488-8892180
XLOC_000577,CG34398,TSS887;TSS888,2L:8898730-8933717
XLOC_000578,Tsp29Fa,TSS889;TSS890,2L:8933963-8936096
XLOC_000579,Tsp29Fb,TSS891,2L:8937389-8943266
XLOC_000580,CG32985,TSS892,2L:8962532-8964620
XLOC_000581,CG32984,TSS893,2L:8964981-8967035
XLOC_000582,CG18088,TSS894,2L:8967534-8975428
XLOC_000583,CG18662,TSS895,2L:8977833-8984872
XLOC_000584,CG9555,TSS896,2L:8991966-8993632
XLOC_000585,CG17906,TSS897,2L:8993817-8997379
XLOC_000586,CG18661;Try29F,TSS898;TSS899;TSS900,2L:8997448-8999809
XLOC_000587,CG9568,TSS901,2L:9010585-9011358
XLOC_000588,CG13102,TSS902,2L:9012192-9014149
XLOC_000589,CG12439,TSS903,2L:9077120-9077988
XLOC_000590,Toll-4,TSS904,2L:9084106-9089440
XLOC_000591,CG31609,TSS905,2L:9097626-9098176
XLOC_000592,Or30a,TSS906,2L:9111813-9113285
XLOC_000593,CG32982,TSS907;TSS908,2L:9125735-9163730
XLOC_000594,CG13108,TSS909,2L:9164234-9251042
XLOC_000595,tai,TSS910;TSS911;TSS912;TSS913;TSS914;TSS915,2L:9164234-9251042
XLOC_000596,CG43733;Ggamma30A,TSS916;TSS917;TSS918,2L:9251471-9295521
XLOC_000597,CG17005,TSS919,2L:9327743-9330067
XLOC_000598,Cks30A;Eaat1,TSS920;TSS921;TSS922,2L:9330756-9341925
XLOC_000599,CG3748,TSS923,2L:9342831-9344491
XLOC_000600,CG43350,TSS924,2L:9349556-9349875
XLOC_000601,CG13110,TSS925,2L:9350469-9350996
XLOC_000602,CG43404,TSS926,2L:9364296-9364991
XLOC_000603,CG34181,TSS927,2L:9367639-9368434
XLOC_000604,CR43865,TSS928,2L:9370308-9415156
XLOC_000605,Aldh,TSS929;TSS930,2L:9370308-9415156
XLOC_000606,CG3759,TSS931,2L:9416592-9426342
XLOC_000607,CG42847;Fbp2,TSS932;TSS933,2L:9426764-9431055
XLOC_000608,scat,TSS934,2L:9431404-9435341
XLOC_000609,CG3769;RpS28-like,TSS935;TSS936,2L:9435398-9437227
XLOC_000610,numb,TSS937;TSS938;TSS939,2L:9437468-9464211
XLOC_000611,CR43769,TSS940,2L:9470325-9470861
XLOC_000612,CG33298,TSS941;TSS942,2L:9495473-9520707
XLOC_000613,Oatp30B,TSS943;TSS944,2L:9521181-9540064
XLOC_000614,CG31883,TSS945,2L:9521181-9540064
XLOC_000615,CG17855,TSS946,2L:9540630-9542480
XLOC_000616,Cpr30B,TSS947,2L:9542877-9543478
XLOC_000617,CG13113,TSS948,2L:9544174-9544792
XLOC_000618,CG13114,TSS949,2L:9545810-9547424
XLOC_000619,CG3838,TSS950;TSS951,2L:9568891-9576768
XLOC_000620,CG3841,TSS952;TSS953,2L:9589475-9591783
XLOC_000621,gcm2,TSS954;TSS955,2L:9608478-9612706
XLOC_000622,GlcAT-S;Trx-2,TSS956;TSS957;TSS958;TSS959,2L:9613164-9623115
XLOC_000623,CG15828,TSS960,2L:9634200-9656026
XLOC_000624,CG33299,TSS961,2L:9656599-9657347
XLOC_000625,hoip,TSS962,2L:9699790-9700459
XLOC_000626,pelo,TSS963,2L:9700795-9708883
XLOC_000627,CG13116,TSS964,2L:9712582-9746483
XLOC_000628,CG13117,TSS965,2L:9712582-9746483
XLOC_000629,zf30C,TSS966,2L:9758337-9763244
XLOC_000630,und,TSS967,2L:9763344-9765338
XLOC_000631,CG4017,TSS968,2L:9767058-9768727
XLOC_000632,CG17633,TSS969,2L:9769066-9770996
XLOC_000633,IP3K1,TSS970;TSS971,2L:9782389-9791958
XLOC_000634,CG4036,TSS972;TSS973,2L:9782389-9791958
XLOC_000635,CR43766,TSS974,2L:9793423-9886250
XLOC_000636,FKBP59,TSS975,2L:9888097-9890772
XLOC_000637,CG4537,TSS976,2L:9890884-9896104
XLOC_000638,Bka,TSS977,2L:9890884-9896104
XLOC_000639,Srp54,TSS978,2L:9912910-9915044
XLOC_000640,yip2,TSS979,2L:9915252-9917220
XLOC_000641,CG4594;CG4598,TSS980;TSS981;TSS982,2L:9918498-9921474
XLOC_000642,CG42366;CG4592,TSS983;TSS984,2L:9921587-9930378
XLOC_000643,CG42367,TSS985,2L:9930579-9931131
XLOC_000644,CG4619,TSS986,2L:9934719-9947407
XLOC_000645,-,TSS987,2L:9948288-9949842
XLOC_000646,CG4709,TSS988,2L:9954448-9963832
XLOC_000647,CG4658,TSS989;TSS990,2L:9954448-9963832
XLOC_000648,CR43683,TSS991,2L:9954448-9963832
XLOC_000649,RpL13,TSS992,2L:9964146-9968619
XLOC_000650,bib,TSS993;TSS994,2L:9983670-10002747
XLOC_000651,CG4747,TSS995,2L:10003729-10009246
XLOC_000652,Trp1,TSS996;TSS997,2L:10009346-10013207
XLOC_000653,CG13127,TSS998,2L:10026739-10029299
XLOC_000654,obst-B,TSS999,2L:10032693-10038954
XLOC_000655,CG33301,TSS1000,2L:10049481-10050956
XLOC_000656,Cpr31A,TSS1001,2L:10054214-10055935
XLOC_000657,Pen,TSS1002,2L:10056832-10060112
XLOC_000658,Spn31A,TSS1003,2L:10060870-10063925
XLOC_000659,CG34109,TSS1004,2L:10094087-10137552
XLOC_000660,CG4839,TSS1005;TSS1006;TSS1007;TSS1008,2L:10143468-10155598
XLOC_000661,CG13137,TSS1009,2L:10172701-10174090
XLOC_000662,RpL7,TSS1010,2L:10201100-10202145
XLOC_000663,CG4901,TSS1011,2L:10211182-10213721
XLOC_000664,CG4908;Pros35,TSS1012;TSS1013;TSS1014,2L:10220991-10226833
XLOC_000665,eEF1delta,TSS1015;TSS1016;TSS1017;TSS1018;TSS1019,2L:10227752-10238601
XLOC_000666,me31B,TSS1020;TSS1021,2L:10239340-10242172
XLOC_000667,CG31717;Ror,TSS1022;TSS1023;TSS1024,2L:10242509-10255891
XLOC_000668,CG18619;Mob3,TSS1025;TSS1026,2L:10264046-10266575
XLOC_000669,CG4953,TSS1027,2L:10266658-10268748
XLOC_000670,CG4957;Mulk,TSS1028;TSS1029,2L:10268820-10278858
XLOC_000671,CG4968,TSS1030;TSS1031,2L:10302512-10308045
XLOC_000672,CG4972,TSS1032,2L:10312264-10324990
XLOC_000673,CG4995,TSS1033;TSS1034,2L:10312264-10324990
XLOC_000674,CG31715;CG5022;CG5037;GATAd;SamDC;Sps2,TSS1035;TSS1036;TSS1037;TSS1038;TSS1039;TSS1040;TSS1041;TSS1042;TSS1043;TSS1044;TSS1045,2L:10328199-10353905
XLOC_000675,CG5045,TSS1046;TSS1047,2L:10354742-10358102
XLOC_000676,lft;pim,TSS1048;TSS1049;TSS1050,2L:10362793-10366418
XLOC_000677,CG5056,TSS1051,2L:10366594-10375816
XLOC_000678,dpr19,TSS1052;TSS1053;TSS1054;TSS1055;TSS1056,2L:10376167-10379908
XLOC_000679,CG5096;gny,TSS1057;TSS1058,2L:10380019-10386262
XLOC_000680,mRpS7,TSS1059,2L:10386661-10387652
XLOC_000681,da,TSS1060,2L:10388104-10393228
XLOC_000682,Cnot4,TSS1061;TSS1062;TSS1063;TSS1064,2L:10396351-10410480
XLOC_000683,Ip259;Ir31a;RpS27A,TSS1065;TSS1066,2L:10396351-10410480
XLOC_000684,Klp31E;RfC3,TSS1067;TSS1068;TSS1069,2L:10414010-10422981
XLOC_000685,CG5168,TSS1070,2L:10423290-10425482
XLOC_000686,KdelR,TSS1071;TSS1072,2L:10425482-10428632
XLOC_000687,CG5188,TSS1073,2L:10428828-10430918
XLOC_000688,TfIIB,TSS1074,2L:10431337-10452201
XLOC_000689,CG13142;CG6232;CHIP;holn1,TSS1075;TSS1076;TSS1077;TSS1078;TSS1079;TSS1080,2L:10431337-10452201
XLOC_000690,CG6206,TSS1081,2L:10457655-10462515
XLOC_000691,Grip75;RluA-2,TSS1082;TSS1083,2L:10477066-10488623
XLOC_000692,CG6144,TSS1084;TSS1085,2L:10488744-10491429
XLOC_000693,CG6094,TSS1086,2L:10507116-10510461
XLOC_000694,Lrr47,TSS1087,2L:10517334-10519269
XLOC_000695,Lip4,TSS1088;TSS1089;TSS1090,2L:10527571-10531778
XLOC_000696,CG18301,TSS1091,2L:10531820-10533647
XLOC_000697,CG18302,TSS1092,2L:10534321-10536587
XLOC_000698,Trim9,TSS1093;TSS1094;TSS1095,2L:10544880-10628159
XLOC_000699,CG6138,TSS1096,2L:10544880-10628159
XLOC_000700,CG34160,TSS1097,2L:10544880-10628159
XLOC_000701,CG31872,TSS1098,2L:10639937-10643492
XLOC_000702,CG18284,TSS1099,2L:10643984-10645812
XLOC_000703,CG17097,TSS1100,2L:10646434-10650152
XLOC_000704,CG17098,TSS1101,2L:10651977-10654499
XLOC_000705,CG31871,TSS1102,2L:10662086-10671489
XLOC_000706,CG17104,TSS1103;TSS1104,2L:10676884-10681942
XLOC_000707,CG17105,TSS1105,2L:10676884-10681942
XLOC_000708,CG17107,TSS1106,2L:10681974-10682383
XLOC_000709,CG6415,TSS1107,2L:10702234-10706190
XLOC_000710,CG6431,TSS1108;TSS1109,2L:10724273-10728740
XLOC_000711,CG17118;CG6443,TSS1110;TSS1111,2L:10728959-10731356
XLOC_000712,Dpy-30L1,TSS1112;TSS1113,2L:10731399-10736077
XLOC_000713,CG12299,TSS1114,2L:10736318-10743934
XLOC_000714,mir-4970,TSS1115,2L:10736318-10743934
XLOC_000715,CG6495,TSS1116,2L:10761115-10764971
XLOC_000716,CG17127,TSS1117,2L:10770867-10771370
XLOC_000717,CG31870,TSS1118,2L:10772025-10801140
XLOC_000718,CG6508,TSS1119,2L:10804268-10842669
XLOC_000719,CG17134,TSS1120,2L:10804268-10842669
XLOC_000720,CG43129,TSS1121;TSS1122,2L:10845770-10856644
XLOC_000721,Stam,TSS1123,2L:10858535-10862006
XLOC_000722,CG12517,TSS1124,2L:10870166-10870722
XLOC_000723,CG14072,TSS1125;TSS1126,2L:10917138-10964128
XLOC_000724,YL-1,TSS1127,2L:10964885-10971870
XLOC_000725,CG16743,TSS1128;TSS1129,2L:10972279-10973408
XLOC_000726,SCAR,TSS1130,2L:10976768-10987416
XLOC_000727,CG12253,TSS1131;TSS1132,2L:10987647-10989256
XLOC_000728,CG16833,TSS1133,2L:10989304-11001489
XLOC_000729,lectin-33A,TSS1134,2L:11002071-11004237
XLOC_000730,Nup154,TSS1135,2L:11004822-11012139
XLOC_000731,dUTPase,TSS1136;TSS1137,2L:11004822-11012139
XLOC_000732,Acp32CD,TSS1138,2L:11012190-11067009
XLOC_000733,CG14913,TSS1139,2L:11012190-11067009
XLOC_000734,CG18666,TSS1140,2L:11012190-11067009
XLOC_000735,CG14915,TSS1141,2L:11071026-11071532
XLOC_000736,CG43725,TSS1142;TSS1143;TSS1144,2L:11073398-11075987
XLOC_000737,CG16854,TSS1145;TSS1146,2L:11086720-11090680
XLOC_000738,CG4705,TSS1147,2L:11091441-11106653
XLOC_000739,l(2)gd1,TSS1148;TSS1149,2L:11106708-11113063
XLOC_000740,Gr32a,TSS1150,2L:11114182-11120337
XLOC_000741,Nup160,TSS1151,2L:11120640-11130645
XLOC_000742,CG4751,TSS1152,2L:11130740-11136003
XLOC_000743,hgo,TSS1153,2L:11136394-11138567
XLOC_000744,CG4788,TSS1154;TSS1155,2L:11156251-11203544
XLOC_000745,ab;snoRNA:Me18S-G642,TSS1156;TSS1157;TSS1158;TSS1159;TSS1160;TSS1161,2L:11209964-11269046
XLOC_000746,CG33695,TSS1162;TSS1163;TSS1164;TSS1165;TSS1166;TSS1167,2L:11269726-11280067
XLOC_000747,Ppt2;mre11,TSS1168;TSS1169;TSS1170,2L:11280145-11285737
XLOC_000748,CR43721,TSS1171,2L:11307752-11308038
XLOC_000749,-,TSS1172,2L:11327072-11334018
XLOC_000750,salr,TSS1173;TSS1174,2L:11358850-11373703
XLOC_000751,CG43355;sala,TSS1175;TSS1176,2L:11484706-11486949
XLOC_000752,spz4,TSS1177,2L:11501750-11517070
XLOC_000753,CG4970,TSS1178,2L:11517403-11519783
XLOC_000754,CG14929,TSS1179,2L:11519818-11521444
XLOC_000755,CG34162,TSS1180,2L:11531880-11534547
XLOC_000756,CG43438,TSS1181,2L:11536144-11536844
XLOC_000757,kek2,TSS1182,2L:11606513-11626763
XLOC_000758,CG4983,TSS1183,2L:11652447-11653837
XLOC_000759,CG43167,TSS1184,2L:11657459-11657992
XLOC_000760,CG4988,TSS1185,2L:11694855-11696072
XLOC_000761,Vha100-5,TSS1186,2L:11738951-11744161
XLOC_000762,CG14931,TSS1187,2L:11788460-11789475
XLOC_000763,CG14932,TSS1188,2L:11789603-11791015
XLOC_000764,Sfp33A4,TSS1189,2L:11814929-11928570
XLOC_000765,Sfp33A2,TSS1190,2L:11814929-11928570
XLOC_000766,Sfp33A3,TSS1191,2L:11814929-11928570
XLOC_000767,CG31704,TSS1192,2L:11814929-11928570
XLOC_000768,CG14933;CG42486,TSS1193;TSS1194,2L:11814929-11928570
XLOC_000769,Mal-B1;Mal-B2,TSS1195;TSS1196;TSS1197,2L:11814929-11928570
XLOC_000770,CG42751,TSS1198,2L:11814929-11928570
XLOC_000771,Or33a,TSS1199,2L:11934504-11935716
XLOC_000772,Or33b,TSS1200,2L:11936180-11937501
XLOC_000773,Or33c,TSS1201,2L:11937968-11939202
XLOC_000774,Cry,TSS1202,2L:11944140-11946756
XLOC_000775,CG16964,TSS1203,2L:11947964-11948634
XLOC_000776,CG16965,TSS1204,2L:11981615-11989861
XLOC_000777,CG34163,TSS1205;TSS1206,2L:11981615-11989861
XLOC_000778,dgt2,TSS1207,2L:11989937-11990834
XLOC_000779,escl,TSS1208,2L:11990926-11992848
XLOC_000780,Ada1-2,TSS1209,2L:11992905-11995428
XLOC_000781,Qtzl,TSS1210,2L:11995750-11996723
XLOC_000782,Ada1-1,TSS1211,2L:11996810-11999340
XLOC_000783,CG12264,TSS1212,2L:11999653-12009996
XLOC_000784,Rh5,TSS1213;TSS1214;TSS1215,2L:11999653-12009996
XLOC_000785,-,TSS1216,2L:12012455-12014285
XLOC_000786,dmGlut,TSS1217,2L:12027439-12034123
XLOC_000787,CG18788,TSS1218,2L:12034189-12056042
XLOC_000788,CG14945,TSS1219;TSS1220;TSS1221;TSS1222;TSS1223,2L:12034189-12056042
XLOC_000789,CG34164;RpL7-like,TSS1224;TSS1225,2L:12056323-12058251
XLOC_000790,CG14947,TSS1226,2L:12076822-12077635
XLOC_000791,Pex19,TSS1227,2L:12093770-12096510
XLOC_000792,Mt2,TSS1228,2L:12096524-12097687
XLOC_000793,Ced-12,TSS1229,2L:12097842-12103285
XLOC_000794,Aats-thr,TSS1230;TSS1231,2L:12103733-12106894
XLOC_000795,Phae1,TSS1232,2L:12109456-12110522
XLOC_000796,Phae2,TSS1233,2L:12111109-12111995
XLOC_000797,CG17211,TSS1234;TSS1235,2L:12114129-12129931
XLOC_000798,Gr33a,TSS1236,2L:12138007-12140392
XLOC_000799,CG31760,TSS1237;TSS1238,2L:12142779-12170217
XLOC_000800,CG31861,TSS1239,2L:12142779-12170217
XLOC_000801,CG31860,TSS1240,2L:12142779-12170217
XLOC_000802,CG17217,TSS1241,2L:12170549-12172586
XLOC_000803,crok,TSS1242,2L:12172980-12174638
XLOC_000804,aret,TSS1243;TSS1244;TSS1245;TSS1246;TSS1247;TSS1248,2L:12175003-12313438
XLOC_000805,CG31759,TSS1249;TSS1250,2L:12175003-12313438
XLOC_000806,CG31862,TSS1251,2L:12338847-12339477
XLOC_000807,bru-2,TSS1252;TSS1253;TSS1254;TSS1255;TSS1256,2L:12343642-12397533
XLOC_000808,CG17010,TSS1257,2L:12343642-12397533
XLOC_000809,Pkd2,TSS1258,2L:12398273-12402023
XLOC_000810,CG6405,TSS1259;TSS1260,2L:12424097-12441279
XLOC_000811,CG6388,TSS1261,2L:12424097-12441279
XLOC_000812,Elf,TSS1262;TSS1263;TSS1264;TSS1265,2L:12424097-12441279
XLOC_000813,Oatp33Eb,TSS1266,2L:12448483-12453230
XLOC_000814,CR17024,TSS1267,2L:12453663-12454951
XLOC_000815,CG42754,TSS1268,2L:12455482-12546630
XLOC_000816,CG43051,TSS1269,2L:12455482-12546630
XLOC_000817,CR42746,TSS1270,2L:12455482-12546630
XLOC_000818,-,TSS1271,2L:12581984-12583288
XLOC_000819,nub,TSS1272;TSS1273;TSS1274;TSS1275,2L:12587166-12646356
XLOC_000820,pdm2,TSS1276;TSS1277;TSS1278;TSS1279;TSS1280,2L:12656540-12686313
XLOC_000821,CG6153,TSS1281,2L:12692985-12694982
XLOC_000822,PICK1,TSS1282;TSS1283;TSS1284,2L:12695037-12700640
XLOC_000823,spict,TSS1285,2L:12704724-12706683
XLOC_000824,CG6180,TSS1286,2L:12706798-12708680
XLOC_000825,MRP,TSS1287;TSS1288,2L:12713198-12744812
XLOC_000826,-,TSS1289,2L:12840711-12842560
XLOC_000827,ACXC,TSS1290,2L:12912529-12916774
XLOC_000828,ACXB,TSS1291,2L:12916813-12921008
XLOC_000829,ACXA,TSS1292,2L:12921090-12925453
XLOC_000830,ACXE,TSS1293,2L:12925610-12929823
XLOC_000831,CG16800,TSS1294,2L:12966748-12967788
XLOC_000832,Vha68-2,TSS1295;TSS1296;TSS1297,2L:12974321-12978615
XLOC_000833,Vha68-3,TSS1298,2L:12978785-12981301
XLOC_000834,Tor,TSS1299;TSS1300,2L:13004478-13019434
XLOC_000835,-,TSS1301,2L:13087054-13087768
XLOC_000836,CG5142,TSS1302,2L:13106870-13109468
XLOC_000837,CG43050,TSS1303,2L:13119293-13120767
XLOC_000838,CG5122,TSS1304,2L:13130612-13134804
XLOC_000839,Pk34A,TSS1305,2L:13158809-13160173
XLOC_000840,CG5204,TSS1306,2L:13160526-13163153
XLOC_000841,Sir2,TSS1307,2L:13163208-13177039
XLOC_000842,CG43925,TSS1308,2L:13163208-13177039
XLOC_000843,CG5439,TSS1309,2L:13177149-13178978
XLOC_000844,CG5287;CG5458,TSS1310;TSS1311,2L:13179246-13191980
XLOC_000845,Edem2,TSS1312,2L:13192200-13203295
XLOC_000846,Pect,TSS1313;TSS1314;TSS1315,2L:13203759-13211814
XLOC_000847,snRNA:U2:34ABb,TSS1316,2L:13215838-13216030
XLOC_000848,CG5705,TSS1317,2L:13219987-13222315
XLOC_000849,CG16812,TSS1318,2L:13222560-13224550
XLOC_000850,CG16813,TSS1319,2L:13227852-13228407
